web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751406403-156;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061931;Chaussures Enfants;10 000 CFA;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2061931_uploaded_image1_1588694498.jpg""); width: 538px;"
1751406407-157;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063093;Chaussures Enfants;7 000 CFA;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2063093_uploaded_image1_1588710337.jpg""); width: 547px;"
1751406412-158;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063105;Chaussures Enfants;7 000 CFA;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2063105_uploaded_image1_1588710562.jpg""); width: 547px;"
1751406416-159;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065078;Chaussures Enfants;10 000 CFA;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2065078_uploaded_image1_1588754407.jpg""); width: 538px;"
1751406455-160;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065082;Chaussures Enfants;10 000 CFA;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2065082_uploaded_image2_1588754439.jpeg""); width: 538px;"
1751406463-161;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065087;Chaussures Enfants;10 000 CFA;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2065087_uploaded_image2_1588754466.jpeg""); width: 538px;"
1751406466-162;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures /  gar�on;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2076146;Chaussures Enfants;8 000 CFA;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2076146_uploaded_image1_1588892627.jpg""); width: 538px;"
1751406471-163;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Mocassins enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2076365;Chaussures Enfants;8 000 CFA;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2076365_uploaded_image1_1588895603.jpg""); width: 538px;"
1751406478-164;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293;Chaussures Enfants;1 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2085293_uploaded_image2_1589039358.jpeg""); width: 441px;"
1751406483-165;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890;Chaussures Enfants;10 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2089890_uploaded_image1_1589126792.jpg""); width: 512px;"
1751406488-166;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561;Chaussures Enfants;15 000 CFA;Mermoz-Sacr� Coeur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2107561_uploaded_image1_1589392060.jpg""); width: 549px;"
1751406492-167;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2132107;Chaussures Enfants;5 000 CFA;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2132107_uploaded_image1_1589794495.jpg""); width: 517px;"
1751406497-168;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2136742_uploaded_image1_1589868433.jpg""); width: 373px;"
1751406503-169;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Claquettes enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792;Chaussures Enfants;3 500 CFA;HLM, Dakar, S�n�gal;
1751406508-170;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2155033;Chaussures Enfants;25 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2155033_uploaded_image1_1590126435.jpg""); width: 489px;"
1751406513-171;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2159342;Chaussures Enfants;25 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2159342_uploaded_image2_1590187021.jpeg""); width: 416px;"
1751406518-172;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures pour b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-bebe-2183732;Chaussures Enfants;1 500 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2183732_uploaded_image2_1590617704.jpeg""); width: 441px;"
1751406523-173;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2194875;Chaussures Enfants;15 000 CFA;Mermoz-Sacr� Coeur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2194875_uploaded_image1_1590773724.jpg""); width: 549px;"
1751406532-174;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Mocassins enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2215961;Chaussures Enfants;3 000 CFA;Parcelle Assainies, Dakar, S�n�gal;
1751406542-175;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2226808;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2226808_uploaded_image2_1591274324.jpeg""); width: 538px;"
1751406547-176;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Claquettes enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2226824;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2226824_uploaded_image1_1591274411.jpg""); width: 538px;"
1751406566-177;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232790;Chaussures Enfants;8 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2232790_uploaded_image2_1591359370.27.jpeg""); width: 373px;"
1751406574-178;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232803;Chaussures Enfants;8 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2232803_uploaded_image2_1591359499.31.jpeg""); width: 373px;"
1751406578-179;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232916;Chaussures Enfants;8 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2232916_uploaded_image1_1591360785.0.jpeg""); width: 373px;"
1751406582-180;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2267587;Chaussures Enfants;5 000 CFA;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2267587_uploaded_image1_1591883524.jpg""); width: 373px;"
1751406586-181;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Bottes de pluie;https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-2306870;Chaussures Enfants;5 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2306870_uploaded_image1_1592485025.jpg""); width: 399px;"
1751406590-182;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2309224;Chaussures Enfants;7 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2309224_uploaded_image1_1592511424.09.jpeg""); width: 373px;"
1751406594-183;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussettes enfants 0 � 12 ans;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-enfants-0-a-12-ans-2309761;Chaussures Enfants;2 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2309761_uploaded_image1_1592519361.jpg""); width: 432px;"
1751406599-184;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327;Chaussures Enfants;7 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2325327_uploaded_image1_1592813494.35.jpeg""); width: 373px;"
1751406604-185;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2338242_uploaded_image1_1592994800.jpg""); width: 568px;"
1751406611-186;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2338432_uploaded_image2_1592996354.jpeg""); width: 568px;"
1751406617-187;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2342498_uploaded_image1_1593045989.jpg""); width: 568px;"
1751406622-188;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2347318_uploaded_image1_1593121877.jpg""); width: 568px;"
1751406651-189;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2353584_uploaded_image2_1593215804.jpeg""); width: 568px;"
1751406655-190;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154;Chaussures Enfants;5 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2355154_uploaded_image1_1593253972.jpg""); width: 410px;"
1751406663-191;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164;Chaussures Enfants;5 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2355164_uploaded_image2_1593254063.jpeg""); width: 410px;"
1751406667-192;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2358522_uploaded_image1_1593307426.jpg""); width: 568px;"
1751406671-193;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2358530_uploaded_image1_1593308116.jpg""); width: 568px;"
1751406676-194;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2362995_uploaded_image1_1593391755.jpg""); width: 568px;"
1751406679-195;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2368592_uploaded_image1_1593479154.jpg""); width: 568px;"
1751406683-196;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2368597_uploaded_image1_1593479349.jpg""); width: 568px;"
1751406687-197;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2368631_uploaded_image1_1593480923.jpg""); width: 568px;"
1751406692-198;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678;Chaussures Enfants;2 000 CFA;Parcelle Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2370678_uploaded_image1_1593519909.jpg""); width: 430px;"
1751406697-199;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034;Chaussures Enfants;7 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2372034_uploaded_image2_1593536795.jpeg""); width: 373px;"
1751406702-200;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2373859_uploaded_image1_1593565219.jpg""); width: 568px;"
1751406710-201;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2374657;Chaussures Enfants;5 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2374657_uploaded_image2_1593591601.jpeg""); width: 459px;"
1751406715-202;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2384989_uploaded_image1_1593740679.jpg""); width: 568px;"
1751406734-203;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384995;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2384995_uploaded_image2_1593740881.jpeg""); width: 568px;"
1751406737-204;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2386398;Chaussures Enfants;5 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2386398_uploaded_image1_1593767956.jpg""); width: 555px;"
1751406741-205;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2387223;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2387223_uploaded_image1_1593776935.jpg""); width: 608px;"
1751406746-206;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures talons / enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-enfants-2387260;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2387260_uploaded_image1_1593777158.jpg""); width: 608px;"
1751406750-207;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394779;Chaussures Enfants;9 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2394779_uploaded_image1_1593908787.jpg""); width: 399px;"
1751406754-208;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784;Chaussures Enfants;9 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2394784_uploaded_image1_1593908812.jpg""); width: 399px;"
1751406759-209;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785;Chaussures Enfants;9 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2394785_uploaded_image1_1593908839.jpg""); width: 399px;"
1751406764-210;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786;Chaussures Enfants;9 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2394786_uploaded_image2_1593908865.jpeg""); width: 399px;"
1751406768-211;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2406756_uploaded_image1_1594124181.jpg""); width: 568px;"
1751406775-212;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2406856_uploaded_image2_1594125234.jpeg""); width: 410px;"
1751406779-213;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2406863_uploaded_image1_1594125288.jpg""); width: 410px;"
1751406783-214;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2410519_uploaded_image1_1594168798.jpg""); width: 568px;"
1751406812-215;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2413078_uploaded_image2_1594213992.jpeg""); width: 568px;"
1751406816-216;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures b�b� fille o-1 mois;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033;Chaussures Enfants;3 000 CFA;Sicap Libert�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2415033_uploaded_image1_1594235186.jpg""); width: 373px;"
1751406820-217;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420872;Chaussures Enfants;2 200 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2420872_uploaded_image1_1594336760.jpg""); width: 452px;"
1751406825-218;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420883;Chaussures Enfants;30 000 CFA;Dakar, S�n�gal;
1751406847-219;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2425191;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2425191_uploaded_image1_1594428152.jpg""); width: 568px;"
1751406858-220;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2428820_uploaded_image2_1594514952.jpeg""); width: 399px;"
1751406863-221;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2428822;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2428822_uploaded_image1_1594514978.jpg""); width: 399px;"
1751406868-222;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428826;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2428826_uploaded_image1_1594515028.jpg""); width: 399px;"
1751406881-223;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428992;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2428992_uploaded_image2_1594520466.jpeg""); width: 671px;"
1751406886-224;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002;Chaussures Enfants;Prix sur demande;Guediawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2430002_uploaded_image1_1594558582.jpg""); width: 373px;"
1751406891-225;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991;Chaussures Enfants;4 500 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2430991_uploaded_image1_1594579037.35.jpeg""); width: 373px;"
1751406915-226;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2431710_uploaded_image2_1594596033.jpeg""); width: 399px;"
1751406918-227;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2431711_uploaded_image1_1594596062.jpg""); width: 399px;"
1751406924-228;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures pour filles;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527;Chaussures Enfants;12 000 CFA;Hann Bel-Air, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2439527_uploaded_image1_1594751426.jpg""); width: 497px;"
1751406927-229;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2443093_uploaded_image1_1594828501.jpg""); width: 568px;"
1751406932-230;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671;Chaussures Enfants;Prix sur demande;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2443671_uploaded_image1_1594837680.jpg""); width: 418px;"
1751406937-231;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709;Chaussures Enfants;5 500 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2443709_uploaded_image1_1594838430.jpg""); width: 418px;"
1751406943-232;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725;Chaussures Enfants;6 000 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2443725_uploaded_image2_1594838892.jpeg""); width: 418px;"
1751406948-233;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525;Chaussures Enfants;4 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2444525_uploaded_image1_1594854180.jpg""); width: 456px;"
1751406954-234;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887;Chaussures Enfants;6 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2444887_uploaded_image2_1594863625.jpeg""); width: 671px;"
1751406959-235;https://sn.coinafrique.com/categorie/chaussures-enfants?page=5;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627;Chaussures Enfants;Prix sur demande;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/2447627_uploaded_image1_1594918005.jpg""); width: 373px;"
