web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751408607-407;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3217628;Chaussures Enfants;10 000 CFA;Hann Bel-Air, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3217628_uploaded_image2_1625766871.jpeg""); width: 497px;"
1751408618-408;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3219227;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3219227_uploaded_image2_1625842540.jpeg""); width: 441px;"
1751408647-409;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219232;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751408657-410;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219248;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751408666-411;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3222222;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751408677-412;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3224546;Chaussures Enfants;15 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3224546_uploaded_image2_1626108023.jpeg""); width: 373px;"
1751408686-413;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3227293;Chaussures Enfants;10 000 CFA;Biscuiterie, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3227293_uploaded_image2_1626223659.jpeg""); width: 539px;"
1751408723-414;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Babouches enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/babouches-enfant-3231496;Chaussures Enfants;7 000 CFA;Hann Bel-Air, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3231496_uploaded_image2_1626390253.jpeg""); width: 390px;"
1751408731-415;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3247099;Chaussures Enfants;15 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3247099_uploaded_image2_1627387079.jpeg""); width: 458px;"
1751408740-416;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures  fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3252340;Chaussures Enfants;12 500 CFA;Dakar, S�n�gal;
1751408748-417;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3267690;Chaussures Enfants;3 000 CFA;Mermoz-Sacr� Coeur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3267690_uploaded_image2_1628334320.jpeg""); width: 549px;"
1751408755-418;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3288165;Chaussures Enfants;13 500 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3288165_uploaded_image2_1629374193.jpeg""); width: 576px;"
1751408761-419;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288168;Chaussures Enfants;13 500 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3288168_uploaded_image2_1629374275.jpeg""); width: 576px;"
1751408767-420;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288174;Chaussures Enfants;13 500 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3288174_uploaded_image2_1629374418.jpeg""); width: 576px;"
1751408776-421;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3305453;Chaussures Enfants;2 500 CFA;Dakar, S�n�gal;
1751408788-422;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3312395;Chaussures Enfants;13 500 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3312395_uploaded_image2_1630601772.jpeg""); width: 576px;"
1751408806-423;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Baskets enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3316031;Chaussures Enfants;7 000 CFA;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3316031_uploaded_image2_1630757467.jpeg""); width: 399px;"
1751408817-424;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Mocassins enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3319920;Chaussures Enfants;15 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3319920_uploaded_image2_1630947708.jpeg""); width: 484px;"
1751408828-425;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Baskets enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3327812;Chaussures Enfants;7 000 CFA;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3327812_uploaded_image2_1631278298.jpeg""); width: 399px;"
1751408835-426;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3331774;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3331774_uploaded_image3_1631522808.jpeg""); width: 461px;"
1751408845-427;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3336753;Chaussures Enfants;5 000 CFA;Hann Bel-Air, Dakar, S�n�gal;
1751408859-428;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3349497;Chaussures Enfants;8 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3349497_uploaded_image2_1632394858.jpeg""); width: 375px;"
1751408868-429;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Mocassins enfant en daim;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-en-daim-3354895;Chaussures Enfants;15 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3354895_uploaded_image2_1632752207.jpeg""); width: 591px;"
1751408876-430;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3365662;Chaussures Enfants;6 000 CFA;Guediawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3365662_uploaded_image2_1633268173.jpeg""); width: 398px;"
1751408889-431;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370124;Chaussures Enfants;12 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3370124_uploaded_image2_1633461260.jpeg""); width: 391px;"
1751408898-432;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370357;Chaussures Enfants;12 000 CFA;Dakar, S�n�gal;
1751408905-433;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant friperie;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3372289;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751408918-434;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants friperie;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3372302;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751408929-435;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures orthop�diques enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3378261;Chaussures Enfants;6 500 CFA;Grand Yoff, Dakar, S�n�gal;
1751408936-436;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures pour enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-3391943;Chaussures Enfants;12 000 CFA;Dakar, S�n�gal;
1751408945-437;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Baskets enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3398164;Chaussures Enfants;14 000 CFA;Guediawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3398164_uploaded_image2_1634895996.jpeg""); width: 474px;"
1751408954-438;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400230;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3400230_uploaded_image2_1634998844.jpeg""); width: 441px;"
1751408961-439;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400235;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751408971-440;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Sandales fillettes;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401225;Chaussures Enfants;1 500 CFA;Patte d'oie, Dakar, S�n�gal;
1751408980-441;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Sandales fillettes;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401227;Chaussures Enfants;1 500 CFA;Patte d'oie, Dakar, S�n�gal;
1751409027-442;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3415124;Chaussures Enfants;2 000 CFA;Mbao, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3415124_uploaded_image2_1635810270.jpeg""); width: 373px;"
1751409047-443;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Sandales petites filles;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-petites-filles-3415129;Chaussures Enfants;2 000 CFA;Mbao, Dakar, S�n�gal;
1751409051-444;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Baskets Nike Jordan enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-jordan-enfants-3429274;Chaussures Enfants;Prix sur demande;Mbao, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3429274_uploaded_image1_1636462416.jpg""); width: 547px;"
1751409060-445;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures orthop�diques enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfant-3429468;Chaussures Enfants;4 500 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3429468_uploaded_image1_1636466917.jpg""); width: 416px;"
1751409069-446;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3432590;Chaussures Enfants;7 000 CFA;Dakar Plateau, Dakar, S�n�gal;
1751409077-447;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussettes b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-bebe-3451771;Chaussures Enfants;9 000 CFA;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3451771_uploaded_image1_1637718423.jpg""); width: 476px;"
1751409086-448;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462497;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751409097-449;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462499;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751409104-450;https://sn.coinafrique.com/categorie/chaussures-enfants?page=3;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3462501;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3462501_uploaded_image2_1638375326.jpeg""); width: 441px;"
